Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Deficiência Visual.,clinico,Clinico,com Deficiência Visual,com Deficiência Visual,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,calmo,,neutro,Neutro
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,tranquilo,,neutro,Neutro
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Perda Auditiva.,clinico,Clinico,com Perda Auditiva,com Perda Auditiva,PP,normal,,neutro,Neutro
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,irritado,,raiva,Negativo
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enfurecido,,raiva,Negativo
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indignado,,raiva,Negativo
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,enojado,,nojo,Negativo
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desgostoso,,nojo,Negativo
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,repulsivo,,nojo,Negativo
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,medo,Negativo
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,alarmado,,medo,Negativo
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,apavorado,,medo,Negativo
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,melancólico,,tristeza,Negativo
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,desanimado,,tristeza,Negativo
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abatido,,tristeza,Negativo
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,chocado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,assustado,,surpresa_neg,Negativo
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,abalado,,surpresa_neg,Negativo
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,eufórico,,felicidade,Positivo
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,encantado,,felicidade,Positivo
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,feliz,,felicidade,Positivo
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,empolgado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,extasiado,,surpresa_pos,Positivo
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,surpreso,,surpresa_pos,Positivo
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,neutro,,neutro,Neutro
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,indiferente,,neutro,Neutro
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Síndrome de Down.,clinico,Clinico,com Síndrome de Down,com Síndrome de Down,PP,calmo,,neutro,Neutro
