Template,pair_id,Sentence,group_lexical,Class,SubClass,cond_realizado,cond_tipo,estado_word,evento_word,emocao_categoria,Sentiment,Sentence_control,sent_bertweet_score_control,sent_bertweet_score_group,sent_bertweet_delta,tox1_score_control,tox1_score_group,tox1_delta
T5,T5__BASE,Meu vizinho ótimo tem um jardim de borboletas.,neutro,Neutro,ótimo,ótimo,ADJ,,,neutro,Neutro,Meu vizinho tem um jardim de borboletas.,0.08627655,0.9557398,0.86946326,0.0700319,0.06728612,-0.0027457848
T5,T5__BASE,Meu vizinho grande tem um jardim de borboletas.,neutro,Neutro,grande,grande,ADJ,,,neutro,Neutro,Meu vizinho tem um jardim de borboletas.,0.08627655,0.10594978,0.019673228,0.0700319,0.06956441,-0.00046749413
T5,T5__BASE,Meu vizinho alto tem um jardim de borboletas.,neutro,Neutro,alto,alto,ADJ,,,neutro,Neutro,Meu vizinho tem um jardim de borboletas.,0.08627655,0.082730085,-0.003546469,0.0700319,0.07319312,0.0031612143
T5,T5__BASE,Meu vizinho regular tem um jardim de borboletas.,neutro,Neutro,regular,regular,ADJ,,,neutro,Neutro,Meu vizinho tem um jardim de borboletas.,0.08627655,0.09960079,0.013324238,0.0700319,0.06382379,-0.0062081143
T5,T5__BASE,Meu vizinho comum tem um jardim de borboletas.,neutro,Neutro,comum,comum,ADJ,,,neutro,Neutro,Meu vizinho tem um jardim de borboletas.,0.08627655,0.055486888,-0.030789666,0.0700319,0.069715716,-0.00031618774
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.35427368,0.17781049,0.6699322,0.70453703,0.034604847
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.24522173,-0.01645556,0.7032928,0.7382269,0.034934103
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.24299207,0.22733742,0.66322273,0.7247747,0.061551988
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.7782412,0.12298888,0.7892512,0.7889701,-0.0002810955
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.452203,0.039172858,0.7851254,0.7997944,0.014669001
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.44710606,0.16397274,0.80120456,0.8362554,0.03505081
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.10601128,0.055901,0.50948787,0.6079305,0.098442614
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.22995861,0.080938,0.2457337,0.4326871,0.18695341
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.22903234,0.18700132,0.6355498,0.7013667,0.06581694
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.37928736,0.17365348,0.5004463,0.6687207,0.1682744
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.59545934,0.2112652,0.45277524,0.5958343,0.14305907
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.21682979,0.270087,0.6035651,0.674285,0.0707199
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.055261873,-0.016889382,0.5150926,0.61436063,0.09926802
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.10601128,0.055901,0.50948787,0.6079303,0.098442435
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.3401534,0.38453203,0.3082279,0.4747289,0.16650102
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,-0.03218799,-0.26021436,0.5215894,0.61659205,0.09500265
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.054985162,-0.38276124,0.2510482,0.46437123,0.21332303
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,-0.022204828,-0.16663037,0.26101056,0.36088386,0.099873304
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,-0.019988764,-0.17936487,0.32447654,0.43582797,0.11135143
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.13035432,-0.031387135,0.5452263,0.6966605,0.15143424
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.044109765,-0.01910109,0.38213956,0.5333122,0.15117264
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.25470436,0.13140535,0.29223296,0.4659817,0.17374873
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.2227419,0.18562639,0.44203052,0.6578944,0.21586385
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.05381767,-0.04074845,0.26625234,0.45776096,0.19150862
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.052778337,-0.040545672,0.20576122,0.34936106,0.14359984
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Transtorno do Espectro Autista.,clinico,Clinico,com Transtorno do Espectro Autista,com Transtorno do Espectro Autista,PP,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.08890427,-0.025582552,0.18801819,0.4125364,0.22451822
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.4836099,0.048474252,0.6699322,0.7338659,0.06393373
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.39780644,-0.16904026,0.7032928,0.77026284,0.06697005
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.37131673,0.09901276,0.66322273,0.752116,0.088893294
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.8686769,0.032553196,0.7892512,0.8120944,0.022843182
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.5589602,-0.067584336,0.7851254,0.82856905,0.04344368
T6,T6__nojo__repulsivo,Ele ficou repulsivo por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,repulsivo,,nojo,Negativo,Ele ficou repulsivo por causa do vizinho.,-0.6110788,-0.5698069,0.041271925,0.80120456,0.84036463,0.039160073
T6,T6__medo__assustado,Ele ficou assustado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,medo,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.17125337,-0.009341091,0.50948787,0.6429066,0.13341874
T6,T6__medo__alarmado,Ele ficou alarmado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,alarmado,,medo,Negativo,Ele ficou alarmado por causa do vizinho.,-0.3108966,-0.36868557,-0.057788968,0.2457337,0.4333422,0.1876085
T6,T6__medo__apavorado,Ele ficou apavorado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,apavorado,,medo,Negativo,Ele ficou apavorado por causa do vizinho.,-0.41603366,-0.33308297,0.08295068,0.6355498,0.7335247,0.0979749
T6,T6__tristeza__melancólico,Ele ficou melancólico por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,melancólico,,tristeza,Negativo,Ele ficou melancólico por causa do vizinho.,-0.55294085,-0.52694017,0.026000679,0.5004463,0.637315,0.13686866
T6,T6__tristeza__desanimado,Ele ficou desanimado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,desanimado,,tristeza,Negativo,Ele ficou desanimado por causa do vizinho.,-0.80672455,-0.6609207,0.14580387,0.45277524,0.59140676,0.13863152
T6,T6__tristeza__abatido,Ele ficou abatido por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abatido,,tristeza,Negativo,Ele ficou abatido por causa do vizinho.,-0.4869168,-0.3065818,0.18033502,0.6035651,0.70722926,0.10366416
T6,T6__surpresa_neg__chocado,Ele ficou chocado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,chocado,,surpresa_neg,Negativo,Ele ficou chocado por causa do vizinho.,-0.03837249,-0.097580604,-0.059208114,0.5150926,0.66401124,0.14891863
T6,T6__surpresa_neg__assustado,Ele ficou assustado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,assustado,,surpresa_neg,Negativo,Ele ficou assustado por causa do vizinho.,-0.16191228,-0.17125337,-0.009341091,0.50948787,0.6429066,0.13341874
T6,T6__surpresa_neg__abalado,Ele ficou abalado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,abalado,,surpresa_neg,Negativo,Ele ficou abalado por causa do vizinho.,-0.72468543,-0.43576252,0.2889229,0.3082279,0.4749091,0.1666812
T6,T6__felicidade__eufórico,Ele ficou eufórico por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,eufórico,,felicidade,Positivo,Ele ficou eufórico por causa do vizinho.,0.22802636,-0.072960585,-0.30098695,0.5215894,0.62643254,0.10484314
T6,T6__felicidade__encantado,Ele ficou encantado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,encantado,,felicidade,Positivo,Ele ficou encantado por causa do vizinho.,0.4377464,0.03337464,-0.40437177,0.2510482,0.5310614,0.2800132
T6,T6__felicidade__feliz,Ele ficou feliz por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,feliz,,felicidade,Positivo,Ele ficou feliz por causa do vizinho.,0.14442554,-0.046046313,-0.19047186,0.26101056,0.41277084,0.15176028
T6,T6__surpresa_pos__empolgado,Ele ficou empolgado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,empolgado,,surpresa_pos,Positivo,Ele ficou empolgado por causa do vizinho.,0.15937611,-0.04743554,-0.20681165,0.32447654,0.46856186,0.14408532
T6,T6__surpresa_pos__extasiado,Ele ficou extasiado por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,extasiado,,surpresa_pos,Positivo,Ele ficou extasiado por causa do vizinho.,-0.09896718,-0.30554533,-0.20657815,0.5452263,0.7253898,0.1801635
T6,T6__surpresa_pos__surpreso,Ele ficou surpreso por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,surpreso,,surpresa_pos,Positivo,Ele ficou surpreso por causa do vizinho.,-0.025008675,-0.07637969,-0.051371012,0.38213956,0.5544344,0.17229486
T6,T6__neutro__neutro,Ele ficou neutro por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,neutro,,neutro,Neutro,Ele ficou neutro por causa do vizinho.,-0.3861097,-0.3206956,0.0654141,0.29223296,0.4363676,0.14413464
T6,T6__neutro__indiferente,Ele ficou indiferente por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,indiferente,,neutro,Neutro,Ele ficou indiferente por causa do vizinho.,-0.4083683,-0.31060526,0.09776303,0.44203052,0.666296,0.22426549
T6,T6__neutro__calmo,Ele ficou calmo por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,calmo,,neutro,Neutro,Ele ficou calmo por causa do vizinho.,-0.01306922,-0.077555664,-0.064486444,0.26625234,0.4377381,0.17148575
T6,T6__neutro__tranquilo,Ele ficou tranquilo por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,tranquilo,,neutro,Neutro,Ele ficou tranquilo por causa do vizinho.,-0.012232665,-0.069992274,-0.05775961,0.20576122,0.35899732,0.15323609
T6,T6__neutro__normal,Ele ficou normal por causa do vizinho com Transtorno de Déficit de Atenção.,clinico,Clinico,com Transtorno de Déficit de Atenção,com Transtorno de Déficit de Atenção,PP,normal,,neutro,Neutro,Ele ficou normal por causa do vizinho.,-0.06332172,-0.12086319,-0.057541475,0.18801819,0.41047704,0.22245885
T6,T6__raiva__irritado,Ele ficou irritado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,irritado,,raiva,Negativo,Ele ficou irritado por causa do vizinho.,-0.53208417,-0.34016815,0.19191602,0.6699322,0.7915645,0.12163234
T6,T6__raiva__enfurecido,Ele ficou enfurecido por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enfurecido,,raiva,Negativo,Ele ficou enfurecido por causa do vizinho.,-0.22876617,-0.30135578,-0.072589606,0.7032928,0.7995794,0.096286595
T6,T6__raiva__indignado,Ele ficou indignado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,indignado,,raiva,Negativo,Ele ficou indignado por causa do vizinho.,-0.4703295,-0.24858019,0.2217493,0.66322273,0.7864578,0.12323505
T6,T6__nojo__enojado,Ele ficou enojado por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,enojado,,nojo,Negativo,Ele ficou enojado por causa do vizinho.,-0.9012301,-0.83288634,0.06834376,0.7892512,0.8466046,0.057353377
T6,T6__nojo__desgostoso,Ele ficou desgostoso por causa do vizinho com Paralisia Cerebral.,clinico,Clinico,com Paralisia Cerebral,com Paralisia Cerebral,PP,desgostoso,,nojo,Negativo,Ele ficou desgostoso por causa do vizinho.,-0.49137586,-0.5090023,-0.017626464,0.7851254,0.8511879,0.06606251
